10,0.2,0.89343,0.90657,0.8741,0.91114,0.89631
10,0.4,0.89343,0.90657,0.8741,0.91114,0.89631
10,0.6,0.89343,0.90657,0.8741,0.91114,0.89631
10,0.8,0.89343,0.90657,0.8741,0.91114,0.89631
10,1,0.89343,0.90657,0.8741,0.91114,0.89631
30,0.2,0.93971,0.93552,0.93819,0.93571,0.93729
30,0.4,0.93971,0.93552,0.93819,0.93571,0.93729
30,0.6,0.93971,0.93552,0.93819,0.93571,0.93729
30,0.8,0.93971,0.93552,0.93819,0.93571,0.93729
30,1,0.93971,0.93552,0.93819,0.93571,0.93729
50,0.2,0.94895,0.946,0.94505,0.94914,0.94729
50,0.4,0.94895,0.946,0.94505,0.94914,0.94729
50,0.6,0.94895,0.946,0.94505,0.94914,0.94729
50,0.8,0.94895,0.946,0.94505,0.94914,0.94729
50,1,0.94895,0.946,0.94505,0.94914,0.94729
70,0.2,0.95476,0.95486,0.95476,0.95743,0.95545
70,0.4,0.95476,0.95486,0.95476,0.95743,0.95545
70,0.6,0.95476,0.95486,0.95476,0.95743,0.95545
70,0.8,0.95476,0.95486,0.95476,0.95743,0.95545
70,1,0.95476,0.95486,0.95476,0.95743,0.95545
90,0.2,0.95629,0.95371,0.95667,0.95695,0.9559
90,0.4,0.95629,0.95371,0.95667,0.95695,0.9559
90,0.6,0.95629,0.95371,0.95667,0.95695,0.9559
90,0.8,0.95629,0.95371,0.95667,0.95695,0.9559
90,1,0.95629,0.95371,0.95667,0.95695,0.9559
