100,0.2,0.96114,0.95276,0.95457,0.96029,0.95719
100,0.4,0.96114,0.95276,0.95457,0.96029,0.95719
100,0.6,0.96114,0.95276,0.95457,0.96029,0.95719
100,0.8,0.96114,0.95276,0.95457,0.96029,0.95719
100,1,0.96114,0.95276,0.95457,0.96029,0.95719
500,0.2,0.96657,0.964,0.95676,0.96105,0.9621
500,0.4,0.96657,0.964,0.95676,0.96105,0.9621
500,0.6,0.96657,0.964,0.95676,0.96105,0.9621
500,0.8,0.96657,0.964,0.95676,0.96105,0.9621
500,1,0.96657,0.964,0.95676,0.96105,0.9621
900,0.2,0.95257,0.95829,0.95476,0.95619,0.95545
900,0.4,0.95257,0.95829,0.95476,0.95619,0.95545
900,0.6,0.95257,0.95829,0.95476,0.95619,0.95545
900,0.8,0.95257,0.95829,0.95476,0.95619,0.95545
900,1,0.95257,0.95829,0.95476,0.95619,0.95545
